account_name,contact_email,created_date,lead_source,opportunity_amount,is_active,sfdc_id,annual_revenue,Deal Score,Engagement Level,Num Calls,last_activity,custom_field,region,notes_flag
Acme Corp,contact@acme.com,2023-08-08,Email Campaign,50000.0,True,001A000001,100000.0,75.0,0.6373603910717661,1.0,,"{""type"": ""A"", ""value"": 100}",,
Globex,help@globex.com,2020-01-01,,1000.0,True,,1000000.0,50.0,,13.0,2024-05-05,"{""type"": ""A"", ""value"": 100}",North America,Notes_Flag
Globex,help@globex.com,2022-12-01,Referral,0.0,False,,1000000.0,50.0,0.9779479099618632,,2025-06-06,,North America,Notes_Flag
Acme Corp,contact@acme.com,,Trade Show,50000.0,True,001C000003,1000000.0,50.0,0.2280773663571758,13.0,2025-05-08,"{""type"": ""A"", ""value"": 100}",,Notes_Flag
Globex,help@globex.com,2020-01-01,Social Media,25000.0,True,,2500000.0,100.0,,38.0,,,North America,
Umbrella,,2023-01-07,Referral,10000.0,False,,5000000.0,75.0,0.0581814895869864,24.0,,,North America,Notes_Flag
Globex,help@globex.com,2023-07-25,,50000.0,True,,,10.0,0.2425164915580693,,,,North America,
Acme Corp,contact@acme.com,2020-01-01,Phone Inquiry,0.0,False,,5000000.0,50.0,,15.0,,,North America,Notes_Flag
Wonka,,2020-01-01,Social Media,10000.0,True,001B000002,1000000.0,,0.952599194728411,23.0,2024-05-05,,,
Soylent,,2022-12-01,Email Campaign,50000.0,True,001A000001,1000000.0,25.0,0.386085739561833,6.0,,,North America,Notes_Flag
Umbrella,,2020-01-01,Partner,50000.0,False,001C000003,1000000.0,25.0,,,,,,
Soylent,,,Email Campaign,50000.0,False,001C000003,1000000.0,75.0,0.6321827972863433,41.0,2024-09-28,,North America,
Soylent,,2024-04-29,Web,50000.0,False,001A000001,1000000.0,10.0,0.0254772827746345,45.0,,"{""type"": ""A"", ""value"": 100}",North America,Notes_Flag
Soylent,,2022-12-01,Web,,True,001C000003,1000000.0,10.0,,29.0,2024-05-05,"{""type"": ""A"", ""value"": 100}",North America,Notes_Flag
Umbrella,,,Referral,1000.0,True,,1000000.0,100.0,0.1563102858949157,,,"{""type"": ""B"", ""value"": 200}",,Notes_Flag
Umbrella,,,Email Campaign,50000.0,True,001A000001,5000000.0,100.0,0.8420958705773769,39.0,,"{""type"": ""B"", ""value"": 200}",North America,Notes_Flag
,,2022-12-01,Referral,10000.0,False,,1000000.0,50.0,,16.0,,,North America,Notes_Flag
Globex,help@globex.com,2024-09-21,Trade Show,10000.0,True,,1000000.0,10.0,0.4456232194336468,21.0,,,,Notes_Flag
Globex,help@globex.com,,Referral,1000.0,False,001C000003,1000000.0,25.0,0.4584850706768534,,,,North America,
Soylent,,2025-03-04,Trade Show,50000.0,True,001C000003,2500000.0,25.0,,18.0,2024-08-26,"{""type"": ""B"", ""value"": 200}",North America,
Umbrella,,2022-12-01,,1000.0,False,001B000002,2500000.0,75.0,0.7348385582247391,40.0,,,North America,
Globex,help@globex.com,2020-01-01,Trade Show,10000.0,True,,1000000.0,,0.4881674030535727,6.0,2025-05-25,,North America,Notes_Flag
Globex,help@globex.com,2020-01-01,Partner,50000.0,False,,1000000.0,,,,2025-03-16,,North America,Notes_Flag
Umbrella,,2022-12-01,Trade Show,1000.0,False,001B000002,2500000.0,50.0,0.4178113686510603,14.0,2024-10-21,,North America,
Umbrella,,2022-12-01,Partner,,False,001B000002,1000000.0,10.0,0.1077471016981241,0.0,2024-11-30,"{""type"": ""B"", ""value"": 200}",North America,
Globex,help@globex.com,,Social Media,10000.0,True,001B000002,1000000.0,,,40.0,2025-03-02,"{""type"": ""A"", ""value"": 100}",North America,
Soylent,,2024-10-07,Social Media,50000.0,True,001B000002,1000000.0,25.0,0.1581067546016386,,2024-05-05,,North America,Notes_Flag
Globex,help@globex.com,2022-12-01,Social Media,,False,001B000002,2500000.0,75.0,0.9994752009623408,0.0,2024-05-05,,,
Soylent,,2024-09-27,Social Media,10000.0,False,,999999.0,50.0,,2.0,2024-05-05,"{""type"": ""A"", ""value"": 100}",North America,
Acme Corp,contact@acme.com,,Email Campaign,50000.0,False,,1000000.0,75.0,0.1138027711581948,46.0,,"{""type"": ""B"", ""value"": 200}",,Notes_Flag
Globex,help@globex.com,2022-12-01,Email Campaign,50000.0,True,,5000000.0,10.0,0.2915007644552758,,,"{""type"": ""A"", ""value"": 100}",,Notes_Flag
Acme Corp,contact@acme.com,2024-07-10,Trade Show,50000.0,False,,999999.0,100.0,,41.0,,"{""type"": ""B"", ""value"": 200}",North America,
Wonka,,2020-01-01,Email Campaign,1000.0,False,,1000000.0,25.0,0.0396665047865796,19.0,2024-05-05,"{""type"": ""A"", ""value"": 100}",,
Globex,help@globex.com,2020-01-01,Social Media,50000.0,True,001A000001,5000000.0,,0.7382787974625982,25.0,2024-05-05,,,Notes_Flag
Acme Corp,contact@acme.com,2020-01-01,Social Media,1000.0,True,001A000001,1000000.0,,,,,"{""type"": ""A"", ""value"": 100}",North America,Notes_Flag
Acme Corp,contact@acme.com,2022-12-01,Trade Show,1000.0,True,001B000002,1000000.0,25.0,0.5442747828776291,40.0,2024-05-05,"{""type"": ""B"", ""value"": 200}",North America,
Acme Corp,contact@acme.com,2022-12-01,Email Campaign,10000.0,True,001B000002,,,0.6748143522105087,39.0,,"{""type"": ""B"", ""value"": 200}",North America,
Umbrella,,2020-01-01,,25000.0,True,,,25.0,,1.0,,"{""type"": ""A"", ""value"": 100}",North America,
Globex,help@globex.com,2022-12-01,,50000.0,True,001A000001,1000000.0,100.0,0.4823488155411135,,,"{""type"": ""A"", ""value"": 100}",North America,
Umbrella,,2025-06-07,Email Campaign,1000.0,True,,1000000.0,100.0,0.4253270562977473,25.0,,,North America,
Umbrella,,2022-12-01,Email Campaign,1000.0,False,001A000001,5000000.0,100.0,,24.0,,"{""type"": ""A"", ""value"": 100}",North America,
Globex,help@globex.com,2025-03-03,Referral,50000.0,False,,1000000.0,75.0,0.224010725409763,9.0,2025-07-18,"{""type"": ""A"", ""value"": 100}",North America,
Globex,help@globex.com,,Referral,,False,,2500000.0,100.0,0.8284863300239481,,2024-05-05,"{""type"": ""B"", ""value"": 200}",,
Soylent,,2020-01-01,Trade Show,10000.0,True,,1000000.0,,,23.0,,,,Notes_Flag
Umbrella,,,,10000.0,True,001A000001,1000000.0,100.0,0.913536702783527,5.0,,,North America,Notes_Flag
Globex,help@globex.com,2020-01-01,Trade Show,1000.0,True,,5000000.0,10.0,0.3783793554943464,28.0,,"{""type"": ""B"", ""value"": 200}",North America,
Globex,help@globex.com,2022-12-01,Trade Show,1000.0,True,001B000002,1000000.0,25.0,,,2025-05-27,,,Notes_Flag
Soylent,,,Social Media,10000.0,False,001B000002,1000000.0,100.0,0.1203475114293672,11.0,,"{""type"": ""A"", ""value"": 100}",North America,
Globex,help@globex.com,2022-12-01,Social Media,50000.0,True,001B000002,5000000.0,25.0,0.6337940517363004,34.0,,"{""type"": ""A"", ""value"": 100}",,Notes_Flag
Acme Corp,contact@acme.com,2020-01-01,Email Campaign,1000.0,False,,5000000.0,50.0,,50.0,2024-05-05,,,
Acme Corp,contact@acme.com,2020-01-01,Email Campaign,,False,001A000001,1000000.0,,0.9778945751021084,,,,North America,Notes_Flag
Acme Corp,contact@acme.com,2022-12-01,,1000.0,False,,1000000.0,25.0,0.5289187563131367,26.0,2025-03-01,"{""type"": ""B"", ""value"": 200}",,
Soylent,,2024-09-15,Trade Show,25000.0,False,,5000000.0,,,31.0,2024-09-28,,North America,Notes_Flag
Soylent,,2022-12-01,Referral,0.0,False,001B000002,1000000.0,100.0,0.1597855827863217,38.0,,"{""type"": ""A"", ""value"": 100}",North America,Notes_Flag
Soylent,,2020-01-01,Referral,1000.0,True,,999999.0,100.0,0.3659220600724313,,,,North America,
Acme Corp,contact@acme.com,2022-12-01,Social Media,10000.0,False,,1000000.0,50.0,,30.0,2025-01-19,"{""type"": ""A"", ""value"": 100}",North America,Notes_Flag
Umbrella,,,Trade Show,10000.0,True,,1000000.0,10.0,0.1490745290617204,44.0,,,North America,
Globex,help@globex.com,2020-01-01,Email Campaign,10000.0,True,,5000000.0,,0.1348027366432364,9.0,2024-05-05,,North America,
Initech,,2024-01-15,Partner,50000.0,True,001A000001,,10.0,,,,"{""type"": ""A"", ""value"": 100}",North America,
Globex,help@globex.com,2024-01-01,Trade Show,10000.0,False,,5000000.0,75.0,0.1299003909922177,9.0,,,North America,
Soylent,,2022-12-01,Phone Inquiry,10000.0,False,,1000000.0,75.0,0.7647313502620555,32.0,,,North America,
Umbrella,,2025-05-07,Email Campaign,50000.0,False,,1000000.0,75.0,,20.0,,,North America,
Umbrella,,2025-05-05,Social Media,50000.0,True,001B000002,5000000.0,10.0,0.5984720691439855,,,,North America,
Globex,help@globex.com,2022-12-01,Social Media,50000.0,True,001A000001,1000000.0,50.0,0.2717862530297795,43.0,,"{""type"": ""A"", ""value"": 100}",North America,Notes_Flag
Umbrella,,2024-12-23,Social Media,10000.0,False,,2500000.0,10.0,,27.0,,,North America,Notes_Flag
Initech,,2022-12-01,Social Media,10000.0,True,,5000000.0,100.0,0.935917496744912,4.0,2024-10-21,"{""type"": ""B"", ""value"": 200}",North America,
Umbrella,,2025-05-07,Phone Inquiry,1000.0,False,001A000001,1000000.0,75.0,0.6643439411804918,,,"{""type"": ""B"", ""value"": 200}",North America,Notes_Flag
Globex,help@globex.com,2024-09-12,Email Campaign,1000.0,True,001A000001,999999.0,10.0,,27.0,,,,
Acme Corp,contact@acme.com,2025-07-08,Email Campaign,50000.0,False,001B000002,1000000.0,,0.3624417861739877,14.0,,,North America,
Acme Corp,contact@acme.com,2020-01-01,Trade Show,1000.0,False,,1000000.0,,0.9550213018359888,39.0,,"{""type"": ""A"", ""value"": 100}",,Notes_Flag
Acme Corp,contact@acme.com,2024-11-20,Social Media,0.0,False,001C000003,1000000.0,,,,2025-03-28,"{""type"": ""B"", ""value"": 200}",North America,
Globex,help@globex.com,2022-12-01,Social Media,,True,001C000003,1000000.0,50.0,0.8877918267182953,38.0,2024-05-05,,North America,Notes_Flag
Soylent,,2022-12-01,Social Media,0.0,False,,,10.0,0.3610107263452747,20.0,,"{""type"": ""B"", ""value"": 200}",North America,Notes_Flag
Umbrella,,2022-12-01,,,False,,1000000.0,10.0,,35.0,,,,Notes_Flag
Umbrella,,,Trade Show,50000.0,False,001C000003,1000000.0,,0.136425888600467,,2024-05-05,"{""type"": ""B"", ""value"": 200}",,
Soylent,,2022-12-01,Email Campaign,25000.0,True,001B000002,2500000.0,25.0,0.2082039862300396,5.0,,"{""type"": ""A"", ""value"": 100}",North America,
Globex,help@globex.com,2022-12-01,Trade Show,0.0,False,001A000001,999999.0,,,49.0,2024-05-05,"{""type"": ""B"", ""value"": 200}",North America,Notes_Flag
Acme Corp,contact@acme.com,2025-06-24,Social Media,50000.0,False,,1000000.0,25.0,0.5447141561149177,19.0,,"{""type"": ""A"", ""value"": 100}",,
Umbrella,,2024-12-26,Trade Show,10000.0,False,,1000000.0,10.0,0.8753360755935369,,2025-04-26,"{""type"": ""B"", ""value"": 200}",North America,Notes_Flag
Globex,help@globex.com,2024-08-31,Referral,1000.0,True,001A000001,1000000.0,,,48.0,,,North America,
Globex,help@globex.com,2022-12-01,Email Campaign,50000.0,False,001B000002,1000000.0,75.0,0.0386116664275898,18.0,,"{""type"": ""B"", ""value"": 200}",North America,
Globex,help@globex.com,2024-03-24,,,False,001A000001,1000000.0,75.0,0.6716768525935598,38.0,,,North America,
Acme Corp,contact@acme.com,2024-09-01,Email Campaign,50000.0,True,,5000000.0,25.0,,,2025-02-28,,,
Globex,help@globex.com,2022-12-01,,50000.0,True,,1000000.0,10.0,0.2699923847792224,44.0,,,North America,
Soylent,,2025-05-07,Email Campaign,10000.0,True,,1000000.0,,0.8054666922536998,6.0,,,North America,
Umbrella,,2024-06-06,Trade Show,,False,001B000002,1000000.0,50.0,,11.0,2024-05-05,"{""type"": ""B"", ""value"": 200}",North America,
Acme Corp,contact@acme.com,2025-06-09,,,True,001B000002,1000000.0,25.0,0.1807296578561938,,2024-05-05,"{""type"": ""A"", ""value"": 100}",,
Umbrella,,,Web,,False,001C000003,1000000.0,10.0,0.3100294270634995,31.0,2024-05-05,,,
Globex,help@globex.com,2022-12-01,Phone Inquiry,10000.0,False,,2500000.0,25.0,,16.0,,,North America,
Acme Corp,contact@acme.com,2024-06-05,Trade Show,1000.0,True,001C000003,1000000.0,10.0,0.0271040530157794,32.0,,,North America,Notes_Flag
Soylent,,,Social Media,10000.0,True,001C000003,5000000.0,50.0,0.4090421983753707,,,"{""type"": ""A"", ""value"": 100}",North America,
Globex,help@globex.com,2025-03-29,Social Media,50000.0,False,,1000000.0,,,5.0,2025-01-26,,,
Soylent,,2025-06-30,Email Campaign,10000.0,True,,1000000.0,100.0,0.3949017912392356,26.0,2025-05-30,,,
Acme Corp,contact@acme.com,2025-07-22,Email Campaign,50000.0,True,001B000002,100000.0,10.0,0.2455950397342564,10.0,,"{""type"": ""A"", ""value"": 100}",North America,Notes_Flag
Globex,help@globex.com,2020-01-01,Social Media,1000.0,True,,1000000.0,100.0,,,2024-08-08,,North America,
Wonka,,2020-01-01,Referral,50000.0,False,001C000003,5000000.0,75.0,0.671948048214384,34.0,,"{""type"": ""B"", ""value"": 200}",North America,Notes_Flag
Soylent,,,Email Campaign,50000.0,False,001C000003,1000000.0,25.0,0.2436689385684571,48.0,,"{""type"": ""A"", ""value"": 100}",North America,Notes_Flag
Acme Corp,contact@acme.com,2022-12-01,,50000.0,True,001A000001,1000000.0,25.0,,49.0,2024-05-05,,North America,
Acme Corp,contact@acme.com,2024-05-12,Email Campaign,10000.0,True,,2500000.0,25.0,0.1393444666374196,,2024-12-01,"{""type"": ""A"", ""value"": 100}",North America,Notes_Flag
Initech,,2024-11-17,Web,50000.0,True,,100000.0,75.0,0.8969368287969408,34.0,,"{""type"": ""B"", ""value"": 200}",North America,
Acme Corp,contact@acme.com,2024-12-30,Email Campaign,,True,001A000001,1000000.0,,,2.0,,"{""type"": ""B"", ""value"": 200}",North America,
Umbrella,,2022-12-01,Trade Show,,False,001C000003,1000000.0,25.0,0.3208350549719074,18.0,,,North America,
Globex,help@globex.com,2023-03-05,Trade Show,0.0,False,001C000003,2500000.0,50.0,0.0539946660502469,,2024-05-05,,,
Initech,,,Referral,50000.0,False,,1000000.0,10.0,,27.0,,,North America,
Soylent,,2022-12-01,Email Campaign,50000.0,False,001B000002,1000000.0,100.0,0.8007537953436189,13.0,,,North America,
Acme Corp,contact@acme.com,2025-01-09,Trade Show,10000.0,True,,1000000.0,,0.1161675097516578,25.0,2025-06-22,,North America,Notes_Flag
Umbrella,,2022-12-01,Email Campaign,10000.0,True,,2500000.0,,,,2024-05-05,"{""type"": ""A"", ""value"": 100}",,Notes_Flag
Acme Corp,contact@acme.com,2025-02-01,Social Media,10000.0,True,001C000003,1000000.0,50.0,0.2600538202318952,18.0,,"{""type"": ""A"", ""value"": 100}",North America,Notes_Flag
,,,Referral,50000.0,False,,999999.0,75.0,0.293660436794273,32.0,,"{""type"": ""B"", ""value"": 200}",North America,Notes_Flag
Acme Corp,contact@acme.com,2022-12-01,Email Campaign,,True,001B000002,1000000.0,25.0,,29.0,,"{""type"": ""A"", ""value"": 100}",North America,Notes_Flag
Globex,help@globex.com,2022-12-01,Email Campaign,0.0,True,001A000001,1000000.0,75.0,0.9623834838283872,,2025-04-23,"{""type"": ""A"", ""value"": 100}",,Notes_Flag
Soylent,,2022-12-01,Social Media,,True,,1000000.0,50.0,0.1344025290781128,43.0,,,,
Umbrella,,2024-11-26,Trade Show,1000.0,False,,1000000.0,100.0,,41.0,2024-05-05,,North America,Notes_Flag
Globex,help@globex.com,2025-04-07,Social Media,50000.0,False,001B000002,1000000.0,100.0,0.2684199791922581,46.0,2024-05-05,,North America,
Acme Corp,contact@acme.com,2022-12-01,Trade Show,1000.0,True,,5000000.0,25.0,0.3836097764720628,,2024-05-05,,North America,
Umbrella,,2022-12-01,Trade Show,1000.0,False,001A000001,1000000.0,,,3.0,2024-05-05,"{""type"": ""B"", ""value"": 200}",North America,
Soylent,,2024-07-31,Email Campaign,,False,001C000003,100000.0,100.0,0.481482646854857,50.0,,"{""type"": ""B"", ""value"": 200}",,
Umbrella,,,Referral,10000.0,False,,5000000.0,100.0,0.1448991656155943,6.0,,"{""type"": ""B"", ""value"": 200}",North America,Notes_Flag
Umbrella,,2023-09-17,,,False,001A000001,1000000.0,,,,2024-05-05,"{""type"": ""A"", ""value"": 100}",,Notes_Flag
Acme Corp,contact@acme.com,2020-01-01,Trade Show,0.0,False,,2500000.0,50.0,0.5656728401095495,49.0,,,,
Soylent,,2024-03-07,Email Campaign,,True,001C000003,,25.0,0.7038170573085205,0.0,2025-01-22,,North America,Notes_Flag
Globex,help@globex.com,,Social Media,50000.0,False,,1000000.0,100.0,,32.0,2025-01-17,"{""type"": ""A"", ""value"": 100}",North America,
Umbrella,,2022-12-01,Email Campaign,50000.0,False,001C000003,1000000.0,10.0,0.5236030997193386,,,,North America,
Umbrella,,,Trade Show,1000.0,False,001B000002,1000000.0,100.0,0.4146955919253452,25.0,,,North America,
Acme Corp,contact@acme.com,2022-12-01,Referral,10000.0,True,,1000000.0,50.0,,14.0,,"{""type"": ""A"", ""value"": 100}",,
Acme Corp,contact@acme.com,2020-01-01,Trade Show,50000.0,True,,1000000.0,25.0,0.711120475960693,19.0,,,,
Globex,help@globex.com,2023-12-22,Referral,1000.0,True,,1000000.0,10.0,0.3609116098376759,,2025-06-29,"{""type"": ""B"", ""value"": 200}",North America,
Globex,help@globex.com,,Referral,50000.0,True,,5000000.0,10.0,,11.0,,,North America,Notes_Flag
Wonka,,2023-11-02,Partner,10000.0,False,001A000001,1000000.0,25.0,0.3705511955564302,37.0,2025-03-14,"{""type"": ""B"", ""value"": 200}",North America,
Globex,help@globex.com,2022-12-24,Email Campaign,10000.0,False,,100000.0,75.0,0.9471583692710384,40.0,,"{""type"": ""A"", ""value"": 100}",North America,Notes_Flag
Globex,help@globex.com,2022-12-01,Email Campaign,,True,,1000000.0,10.0,,,2024-05-05,,,
Globex,help@globex.com,2024-09-19,Email Campaign,1000.0,False,001A000001,1000000.0,100.0,0.2618884708990374,9.0,,,North America,Notes_Flag
Umbrella,,2020-01-01,Social Media,50000.0,False,001B000002,2500000.0,75.0,0.8896783564112076,32.0,2024-05-05,"{""type"": ""A"", ""value"": 100}",North America,
Acme Corp,contact@acme.com,2020-01-01,Trade Show,25000.0,False,001A000001,1000000.0,10.0,,19.0,2024-05-05,,,
Umbrella,,2020-01-01,Partner,50000.0,True,,1000000.0,10.0,0.6426966763706001,,2025-06-10,"{""type"": ""A"", ""value"": 100}",North America,
Umbrella,,2022-12-01,Trade Show,,False,001C000003,1000000.0,75.0,0.4944796977226062,50.0,,,North America,Notes_Flag
Globex,help@globex.com,2023-04-26,Web,10000.0,False,,1000000.0,25.0,,3.0,,,North America,
Globex,help@globex.com,,Web,50000.0,True,,100000.0,100.0,0.3345382898913341,47.0,,"{""type"": ""A"", ""value"": 100}",North America,
Umbrella,,2022-12-01,Social Media,,True,,1000000.0,50.0,0.2894401779915585,,2025-04-15,"{""type"": ""A"", ""value"": 100}",,
Soylent,,2025-04-22,Social Media,10000.0,False,,1000000.0,25.0,,22.0,,"{""type"": ""B"", ""value"": 200}",North America,
Umbrella,,,Email Campaign,10000.0,True,001B000002,100000.0,,0.3783463297826404,28.0,2025-07-21,"{""type"": ""A"", ""value"": 100}",North America,
Soylent,,2024-12-04,,50000.0,False,001B000002,1000000.0,50.0,0.1490566936544939,32.0,2024-05-05,"{""type"": ""A"", ""value"": 100}",North America,Notes_Flag
Acme Corp,contact@acme.com,2022-12-01,Phone Inquiry,50000.0,True,,100000.0,10.0,,,2025-04-06,"{""type"": ""A"", ""value"": 100}",North America,
Soylent,,2020-01-01,Trade Show,50000.0,False,001A000001,999999.0,100.0,0.6323280510002007,6.0,2024-05-05,,North America,Notes_Flag
Acme Corp,contact@acme.com,,Referral,,False,,5000000.0,100.0,0.6240488526277087,19.0,2024-05-05,,North America,
Umbrella,,2022-12-01,Web,50000.0,False,001B000002,1000000.0,25.0,,5.0,,,North America,
,,2025-04-20,,1000.0,True,,1000000.0,75.0,0.938078558176182,,2024-05-05,"{""type"": ""B"", ""value"": 200}",North America,Notes_Flag
Acme Corp,contact@acme.com,2025-07-29,Email Campaign,25000.0,False,001B000002,1000000.0,25.0,0.3586348719227986,11.0,,"{""type"": ""B"", ""value"": 200}",,Notes_Flag
Umbrella,,2022-12-01,Referral,0.0,True,001C000003,1000000.0,10.0,,12.0,,"{""type"": ""B"", ""value"": 200}",North America,
Soylent,,,Email Campaign,50000.0,True,,1000000.0,50.0,0.2181746296850383,19.0,,,,
Acme Corp,contact@acme.com,2020-01-01,Social Media,1000.0,False,,100000.0,75.0,0.6383064139870478,,,,North America,
Globex,help@globex.com,,Email Campaign,1000.0,,001B000002,100000.0,,,35.0,2025-01-16,"{""type"": ""B"", ""value"": 200}",North America,Notes_Flag
